Subscription ID,Subscription Type,Duration (Days)
26675,daily,24
23002,daily,34
23006,yearly,9131
23005,monthly,1491
23009,monthly,366
22358,monthly,184
22355,monthly,456
22354,one-off,0
22350,one-off,0
22353,yearly,7305
28608,yearly,10227
35659,monthly,853
35656,monthly,1308
35651,monthly,424
35653,monthly,2678
32929,daily,19
32923,one-off,0
32921,monthly,1979
32926,yearly,9131
56632,monthly,789
56635,monthly,702
56634,daily,27
56636,monthly,1186
51176,yearly,14245
23918,monthly,1918
23919,monthly,1948
23915,monthly,2406
53709,monthly,882
23911,yearly,8766
23912,yearly,5479
51178,yearly,6209
27208,yearly,10958
27209,monthly,1491
27206,daily,45
27207,monthly,92
27200,yearly,4748
27201,daily,24
36358,monthly,1797
36359,daily,33
36350,yearly,2192
25513,daily,47
25510,daily,35
25511,monthly,1035
36354,yearly,10957
25517,monthly,762
25514,daily,15
25515,yearly,7670
39835,monthly,639
4898,yearly,5479
39830,yearly,4018
39831,yearly,11688
39833,daily,10
4890,yearly,10227
4896,monthly,2223
4895,monthly,2677
3467,one-off,0
33389,yearly,4383
3463,yearly,9497
3462,yearly,2191
3461,one-off,0
33380,monthly,915
37402,monthly,489
33382,daily,40
37400,monthly,1095
33385,yearly,11688
3469,one-off,0
33387,monthly,1247
41326,monthly,2680
41325,monthly,1765
41324,one-off,0
41322,monthly,943
41321,one-off,0
55937,monthly,1339
40058,yearly,6574
40059,daily,22
40056,yearly,7305
40054,monthly,273
40055,daily,18
40053,monthly,548
40051,yearly,4018
51290,yearly,8766
32317,monthly,1826
33574,monthly,1704
15809,yearly,8035
15808,monthly,2344
15806,yearly,3653
15805,monthly,2738
15800,yearly,8401
18329,yearly,4748
33968,monthly,2130
18321,daily,55
33965,yearly,4017
18323,monthly,2345
18322,daily,37
33960,yearly,4383
33963,monthly,334
38007,yearly,6575
38004,monthly,1341
38002,monthly,2678
38003,monthly,1096
33579,yearly,7305
31521,daily,12
47589,daily,30
30745,daily,22
5643,daily,47
47582,yearly,2557
5645,yearly,15706
14803,yearly,2557
47587,yearly,9131
5646,one-off,0
40584,yearly,9132
30744,monthly,2436
40580,yearly,7670
40581,one-off,0
40583,monthly,1673
47057,monthly,1614
47059,daily,53
47058,daily,55
30747,monthly,1642
8060,monthly,762
38135,monthly,1400
15371,monthly,2618
15370,daily,50
15373,yearly,13149
6463,monthly,304
15374,daily,54
15377,daily,16
15376,yearly,4383
7480,monthly,2192
19490,monthly,2344
19491,monthly,2192
19492,monthly,275
19494,monthly,2707
19497,one-off,0
19498,one-off,0
19499,one-off,0
30741,yearly,7305
39065,daily,7
39063,daily,13
39062,one-off,0
26498,one-off,0
39069,yearly,10592
55244,yearly,4748
16779,yearly,8035
16770,one-off,0
16772,monthly,547
16773,one-off,0
16775,monthly,2649
12068,one-off,0
25619,monthly,2071
12062,monthly,1977
12064,monthly,1583
12065,monthly,2557
12066,monthly,2677
12067,yearly,5113
24045,monthly,1643
43778,daily,30
44963,monthly,396
24043,yearly,6575
43775,monthly,1035
43773,yearly,1461
49340,yearly,6940
49519,yearly,6939
46728,yearly,3287
49510,one-off,0
49511,yearly,6209
46725,monthly,518
49514,yearly,13149
21110,daily,49
49516,daily,7
21667,yearly,1096
50331,daily,8
21117,yearly,10592
58008,yearly,4018
58009,monthly,883
58001,yearly,7305
58002,monthly,761
58003,yearly,8035
17429,monthly,1887
17428,yearly,7305
38828,daily,42
38829,monthly,1095
17423,yearly,12418
38825,daily,30
38820,one-off,0
17426,one-off,0
38823,monthly,1583
13338,monthly,638
13331,one-off,0
13330,monthly,790
13334,daily,22
48649,daily,25
20138,one-off,0
20133,monthly,2130
20132,yearly,14610
48641,daily,33
20130,yearly,2192
48647,monthly,1703
20135,monthly,212
48644,yearly,7670
44764,one-off,0
44767,one-off,0
44761,daily,10
44763,daily,3
44769,monthly,245
46894,one-off,0
46896,monthly,1949
46890,monthly,89
46891,yearly,14245
46892,one-off,0
46893,monthly,1979
41046,monthly,1796
41047,monthly,215
41044,monthly,334
41043,monthly,243
41041,yearly,2191
41048,daily,48
44492,daily,54
29719,yearly,14610
44490,daily,23
44491,yearly,8035
44496,yearly,6210
44497,daily,50
29710,monthly,1734
29711,monthly,2191
44498,one-off,0
29713,yearly,7305
29715,monthly,792
29717,one-off,0
54251,yearly,9497
11860,monthly,122
54253,one-off,0
14814,monthly,1369
11865,monthly,2406
54254,monthly,761
11867,one-off,0
54256,monthly,1735
54259,yearly,5844
11868,one-off,0
11476,daily,45
12888,monthly,1918
12887,one-off,0
12884,daily,43
12885,yearly,2557
12882,daily,10
12883,daily,46
12880,yearly,3287
28049,monthly,2130
28040,yearly,8766
28047,yearly,3652
28046,monthly,2102
28045,one-off,0
35824,yearly,6575
51371,daily,9
51373,monthly,2007
51372,one-off,0
51375,one-off,0
51377,monthly,123
51379,one-off,0
26784,daily,41
48173,yearly,8401
3807,monthly,2222
17538,one-off,0
25355,one-off,0
25351,daily,50
25352,monthly,2072
25359,monthly,2311
41919,daily,43
51995,monthly,1765
51996,yearly,10592
51991,yearly,4749
10905,monthly,578
10904,one-off,0
10907,daily,35
43362,one-off,0
56345,yearly,1826
10900,monthly,1949
10903,daily,29
10902,monthly,1979
56349,monthly,2740
56348,one-off,0
10909,yearly,5844
10908,yearly,1461
13446,daily,10
16432,daily,33
16431,daily,36
16430,monthly,2222
16439,yearly,3652
16438,monthly,1644
31277,one-off,0
53268,monthly,273
31275,one-off,0
53262,monthly,820
53265,monthly,1581
53266,yearly,5844
7988,monthly,1186
49251,daily,55
49250,yearly,16436
49257,daily,19
21306,daily,5
21305,yearly,1826
53031,monthly,365
49259,yearly,9131
21308,one-off,0
56965,monthly,610
56964,monthly,1614
56967,yearly,13880
56961,daily,11
56962,daily,10
22966,monthly,1706
11259,yearly,5478
22962,monthly,2649
22963,monthly,1280
22960,monthly,2191
22961,monthly,365
11979,yearly,11688
54562,daily,53
11974,yearly,6210
27468,daily,9
27469,monthly,1858
27465,one-off,0
21810,yearly,2191
29055,one-off,0
29054,daily,8
29059,yearly,4018
30907,monthly,153
30906,monthly,1249
30905,daily,51
30904,one-off,0
30903,monthly,1553
34483,one-off,0
34480,one-off,0
34481,one-off,0
30909,one-off,0
34489,daily,53
27422,monthly,1125
31052,monthly,456
31051,daily,27
31057,yearly,13149
31054,one-off,0
55081,monthly,670
32888,monthly,1520
32889,one-off,0
55085,one-off,0
3941,monthly,1279
55089,daily,12
32887,one-off,0
32881,daily,35
32882,daily,42
32883,yearly,3288
6709,monthly,305
6708,one-off,0
34738,one-off,0
34739,monthly,1066
34735,monthly,2465
34737,monthly,2343
34731,daily,18
35289,daily,54
35288,daily,17
24473,yearly,4383
35283,monthly,304
35281,daily,27
35280,yearly,3287
50104,monthly,424
50107,daily,55
50106,yearly,14975
32778,monthly,792
32770,yearly,13515
55554,daily,6
55557,daily,27
32775,yearly,6209
22144,daily,4
22146,yearly,3653
22140,yearly,15340
22141,monthly,365
51172,monthly,1491
40914,yearly,8035
28130,monthly,1584
5029,yearly,4383
5028,yearly,4018
38596,one-off,0
38597,daily,13
38591,monthly,1583
38593,monthly,2587
5020,monthly,1977
5023,yearly,14610
5025,one-off,0
38599,monthly,1095
5027,daily,50
5026,daily,53
4441,daily,26
4442,yearly,6209
4443,monthly,2130
4444,yearly,1826
4446,monthly,2344
4447,monthly,2283
4449,monthly,1004
36259,monthly,2496
36258,monthly,2741
36255,monthly,2588
48429,monthly,2436
36253,one-off,0
36252,daily,11
41280,one-off,0
41281,monthly,2071
41282,monthly,547
41284,yearly,13149
41285,monthly,1826
41286,daily,32
41287,daily,37
41288,yearly,3652
20397,yearly,2192
42888,yearly,3287
42885,yearly,3287
42883,yearly,11323
42881,yearly,3653
42880,yearly,12053
39646,monthly,1065
39644,yearly,17167
39643,daily,10
39642,monthly,668
39640,monthly,183
33028,monthly,1402
18828,daily,43
18829,daily,17
18826,daily,28
18827,monthly,2617
33026,monthly,1249
18822,daily,15
18823,one-off,0
18820,yearly,10958
18821,daily,50
30598,one-off,0
30599,yearly,9131
30594,monthly,306
30595,monthly,791
30596,yearly,10592
30590,yearly,5844
30591,monthly,1522
30592,one-off,0
7113,yearly,2192
7117,daily,30
7116,one-off,0
7115,monthly,2191
36351,yearly,10957
7119,monthly,699
7118,yearly,13880
18794,one-off,0
18795,yearly,5479
18790,yearly,2922
18791,one-off,0
18792,one-off,0
18799,daily,29
36355,one-off,0
37618,yearly,8401
36356,yearly,9862
37613,daily,45
37610,monthly,607
30048,yearly,3287
30049,yearly,14244
30042,monthly,153
30040,one-off,0
30046,monthly,1796
30047,daily,3
30044,daily,23
40620,yearly,8766
40623,monthly,1765
40622,daily,13
40625,one-off,0
40627,one-off,0
40626,yearly,10593
14743,daily,40
47935,daily,43
47930,yearly,9497
47931,monthly,1826
14745,yearly,9131
47933,monthly,546
14749,daily,53
33473,yearly,9497
13917,one-off,0
13916,monthly,518
13915,one-off,0
5568,daily,50
5569,monthly,1857
5564,monthly,427
5565,monthly,1613
5566,monthly,1096
5567,monthly,515
17366,monthly,1431
38270,yearly,14975
38272,yearly,9131
38274,daily,55
17361,yearly,5479
31315,daily,11
31317,monthly,2495
17362,monthly,943
31319,daily,37
31318,yearly,4748
11212,monthly,1980
11214,monthly,914
11215,one-off,0
19049,yearly,14245
19046,daily,12
19044,one-off,0
19043,one-off,0
19042,monthly,1219
19040,monthly,913
5919,one-off,0
50904,monthly,2344
42415,monthly,852
42410,daily,55
42411,yearly,7305
42412,monthly,2373
16635,daily,30
16636,yearly,15341
16631,one-off,0
42419,yearly,4018
16633,monthly,1979
16632,monthly,1308
12748,monthly,2131
12745,yearly,9131
12747,daily,15
12743,monthly,974
17328,one-off,0
17329,one-off,0
33737,daily,7
16944,one-off,0
52330,monthly,853
17321,one-off,0
17322,monthly,2404
52333,yearly,6210
52334,one-off,0
17325,monthly,1338
17326,yearly,4383
52337,yearly,13149
7930,monthly,943
53069,daily,53
53068,monthly,608
7934,one-off,0
9108,daily,12
7936,monthly,610
53063,yearly,2922
53061,monthly,671
53060,monthly,150
9102,monthly,548
55377,monthly,1704
10675,daily,17
10674,yearly,2922
21148,monthly,454
21147,one-off,0
21146,yearly,1461
21141,one-off,0
16986,yearly,2557
21143,monthly,2375
21142,monthly,1035
12298,daily,25
12293,daily,39
12292,monthly,1400
12291,one-off,0
12290,monthly,915
33731,one-off,0
20819,daily,43
16949,daily,8
7972,monthly,1826
20817,one-off,0
55378,monthly,731
46918,one-off,0
49729,monthly,2525
21493,daily,42
49722,yearly,9131
46913,one-off,0
49720,monthly,1765
49726,one-off,0
21495,daily,37
46916,daily,41
17588,one-off,0
17589,monthly,1706
17584,daily,21
17587,monthly,1522
42187,yearly,4018
11988,monthly,1949
11989,one-off,0
6732,one-off,0
12259,daily,43
11982,monthly,1461
54593,monthly,304
54590,daily,54
54591,yearly,11688
54597,daily,33
54595,yearly,2922
10581,monthly,273
10583,monthly,1614
13169,yearly,1461
13162,one-off,0
10588,monthly,640
13161,daily,32
13166,monthly,2680
13167,daily,40
40867,one-off,0
54044,yearly,5844
17094,daily,7
54047,daily,28
54048,one-off,0
20369,yearly,10958
20360,one-off,0
20361,daily,30
20366,monthly,334
20367,yearly,5479
20365,one-off,0
44516,daily,43
44510,yearly,5844
44519,monthly,1003
29528,yearly,2556
29521,yearly,11323
29520,yearly,9861
29527,yearly,5844
29525,one-off,0
8699,one-off,0
8695,one-off,0
8697,yearly,1461
8696,daily,21
8691,yearly,17167
8692,monthly,2373
50749,monthly,2192
50748,yearly,5844
50742,one-off,0
50741,yearly,1096
50746,monthly,1980
55719,one-off,0
46953,monthly,2192
55711,yearly,1096
55716,monthly,2647
55715,daily,32
8348,daily,50
8342,monthly,792
8341,yearly,9861
8340,yearly,2922
8347,daily,11
8345,monthly,1310
22434,monthly,1491
22435,monthly,2191
22437,daily,18
22431,yearly,2191
22433,yearly,5114
22439,daily,8
26324,monthly,2588
26326,yearly,4018
26327,monthly,1946
26321,daily,42
26322,monthly,2253
26328,daily,36
32574,monthly,303
37403,one-off,0
32577,daily,38
32570,yearly,8036
32571,monthly,2161
32573,yearly,2557
32578,daily,48
37401,monthly,334
3639,monthly,92
3634,daily,19
3635,monthly,2010
3632,daily,30
37405,one-off,0
57711,one-off,0
41983,one-off,0
57713,monthly,1034
57712,yearly,9131
57715,monthly,2434
57714,one-off,0
57717,daily,51
48273,yearly,14610
57718,yearly,2922
45602,daily,15
45605,monthly,2435
52071,yearly,10958
52070,daily,49
41985,daily,40
52075,monthly,245
52074,monthly,304
52079,monthly,2223
41984,monthly,1979
41989,yearly,7670
24872,daily,51
21801,one-off,0
24876,yearly,1461
24877,yearly,5844
21807,yearly,9861
21808,daily,24
21809,one-off,0
24879,one-off,0
44554,yearly,2191
26862,monthly,1247
36989,yearly,5113
9664,yearly,10592
9661,daily,8
36986,yearly,12418
37055,yearly,2192
37057,yearly,3288
37050,one-off,0
37051,daily,55
37052,monthly,1703
37053,one-off,0
43935,daily,51
3895,yearly,3652
35989,one-off,0
46342,daily,32
35981,daily,49
35986,one-off,0
35987,monthly,306
3390,monthly,1735
3393,daily,13
3395,one-off,0
3394,monthly,2587
3397,yearly,8766
30206,yearly,6209
30207,monthly,1277
30203,daily,6
30209,monthly,1917
4261,daily,20
4263,monthly,699
4264,yearly,6209
4265,daily,34
4266,daily,45
4269,yearly,1461
35369,monthly,972
35364,daily,33
35366,yearly,3652
35367,one-off,0
35360,monthly,2465
35363,yearly,3287
7774,yearly,2557
25916,yearly,4383
25912,monthly,1522
25910,one-off,0
23429,daily,5
23420,monthly,1675
23423,monthly,1341
57155,daily,40
6138,monthly,1186
6139,monthly,2039
6133,one-off,0
6130,yearly,1461
6136,one-off,0
6137,yearly,4383
6134,one-off,0
6135,monthly,2527
18320,one-off,0
33966,yearly,2557
33967,monthly,1886
18326,daily,14
20326,monthly,2040
51041,monthly,942
20323,yearly,2192
52679,monthly,2556
51040,daily,51
38410,yearly,4383
38413,daily,42
38415,monthly,1280
38414,monthly,2587
38417,one-off,0
55745,yearly,9861
51045,monthly,549
17000,monthly,823
17003,daily,9
52675,daily,32
17004,yearly,1461
52677,daily,35
36044,monthly,730
36046,daily,15
36047,monthly,1703
18618,daily,54
33278,yearly,12053
33279,yearly,8401
33275,yearly,12053
33276,daily,29
18612,monthly,122
18615,monthly,2101
33271,monthly,2557
18617,yearly,11688
18616,one-off,0
45911,monthly,455
45913,yearly,10958
45918,daily,25
44068,one-off,0
44067,monthly,2100
44064,monthly,305
44063,daily,48
44061,monthly,730
44060,yearly,4017
41749,daily,41
12969,one-off,0
12965,daily,47
12964,daily,42
41742,one-off,0
12961,yearly,9862
12960,monthly,2527
40294,monthly,2588
7094,monthly,1035
7095,daily,43
7093,yearly,3288
15450,yearly,12053
7091,yearly,5479
8105,monthly,730
8104,monthly,700
8106,yearly,12053
8101,monthly,1887
8103,monthly,2100
8109,one-off,0
8108,monthly,1916
6959,daily,23
6950,monthly,852
6951,yearly,10593
6952,one-off,0
15462,yearly,1461
6955,daily,13
15467,yearly,5844
15466,yearly,4018
15453,daily,27
34985,monthly,2008
47584,monthly,455
28942,monthly,121
47745,monthly,1614
28941,monthly,456
28946,monthly,1734
47742,one-off,0
47741,one-off,0
28945,daily,41
28949,yearly,5113
15455,monthly,1216
34984,yearly,5478
47749,one-off,0
47748,monthly,2587
51480,yearly,5479
11397,yearly,13515
11392,monthly,823
43248,one-off,0
43249,yearly,4018
13702,monthly,1310
43247,monthly,244
43242,monthly,1126
13707,daily,48
43240,monthly,1826
11398,yearly,2191
52278,daily,9
52275,daily,9
52277,one-off,0
52271,daily,11
45831,monthly,1795
51898,yearly,7671
16289,one-off,0
51890,monthly,273
51891,daily,29
51892,one-off,0
51894,daily,55
16285,daily,19
51896,monthly,1887
51897,monthly,2649
42599,monthly,700
49029,monthly,2252
42591,monthly,1553
46037,yearly,1827
49022,monthly,1004
49023,yearly,14975
42595,yearly,11322
49025,yearly,6575
46030,yearly,8036
42596,monthly,1888
48379,monthly,426
48378,monthly,1765
48372,daily,42
48377,monthly,2679
28294,yearly,8766
48374,yearly,5844
7875,monthly,334
7876,monthly,2435
7870,monthly,1583
23745,yearly,1826
7878,monthly,1066
7879,monthly,1581
23744,monthly,396
16868,yearly,11323
42621,monthly,2343
16864,monthly,215
16866,yearly,1826
16867,daily,17
42629,monthly,1035
42628,one-off,0
42116,monthly,1277
12154,yearly,8401
12155,yearly,3288
12156,monthly,517
12157,monthly,1858
12150,daily,38
12152,daily,33
29228,yearly,9496
29229,one-off,0
53638,monthly,2406
57998,monthly,2130
9319,yearly,4018
9318,yearly,17532
57993,yearly,10592
53633,daily,15
10420,monthly,517
10421,monthly,1553
53636,one-off,0
57996,daily,35
29226,daily,29
10425,monthly,1065
8956,one-off,0
54940,daily,13
54943,daily,34
54942,yearly,4749
54945,daily,28
21759,daily,35
54947,monthly,365
8951,one-off,0
21754,yearly,9497
54948,yearly,6575
21751,monthly,2315
49682,one-off,0
49683,one-off,0
26905,daily,8
26906,monthly,303
26907,daily,27
26900,yearly,9861
27058,one-off,0
49979,daily,39
49972,yearly,6209
49973,daily,27
49970,monthly,792
49976,daily,47
49977,monthly,337
49974,monthly,2527
48080,daily,47
45075,yearly,6209
45074,monthly,2314
48085,yearly,6940
45072,one-off,0
48087,monthly,92
45070,monthly,455
48088,yearly,5479
45079,daily,8
45078,monthly,426
44306,monthly,122
44307,yearly,10227
44304,daily,12
44305,one-off,0
44302,yearly,12053
29489,daily,40
29485,daily,34
29481,yearly,9862
44308,daily,15
44309,monthly,366
54365,monthly,1035
54367,monthly,488
54366,daily,38
54361,daily,19
54363,yearly,9862
24225,monthly,2617
24224,daily,50
54369,monthly,214
24222,daily,51
24221,yearly,4383
24220,monthly,851
31238,monthly,304
28579,monthly,2616
28573,yearly,13514
28570,yearly,6209
28577,yearly,13880
28575,yearly,1461
6460,daily,11
34218,one-off,0
34215,yearly,10958
34211,yearly,9131
34210,monthly,702
35168,daily,33
35166,monthly,1308
35167,monthly,975
35161,daily,16
28681,one-off,0
28680,yearly,8035
28682,daily,42
28685,one-off,0
28686,monthly,1188
35004,yearly,15706
51461,monthly,914
51460,monthly,1187
51463,yearly,8035
51462,monthly,1675
51465,yearly,4383
51464,yearly,6574
23628,daily,46
51466,one-off,0
23626,yearly,12419
36416,monthly,92
23622,one-off,0
23623,yearly,4018
23621,monthly,273
27756,daily,39
27754,daily,35
27755,monthly,1858
27753,daily,25
27750,daily,19
27751,monthly,2496
36415,yearly,1826
23997,daily,37
23991,yearly,2922
23993,yearly,1826
29332,one-off,0
23999,monthly,2342
27287,monthly,2252
57847,monthly,2283
27282,daily,48
57846,one-off,0
27288,yearly,2922
14293,monthly,2252
33314,daily,26
14295,one-off,0
51285,monthly,1675
32306,daily,49
51281,monthly,1889
8802,monthly,396
51283,daily,6
51289,one-off,0
55908,monthly,1827
55902,monthly,457
55904,yearly,6209
55905,yearly,5114
25664,one-off,0
25665,monthly,2281
25667,daily,34
25662,daily,32
25663,monthly,1125
26481,monthly,1279
26485,one-off,0
25669,daily,55
26487,one-off,0
30667,yearly,4383
26157,yearly,6575
27546,daily,30
26154,daily,6
30660,monthly,760
26151,yearly,6210
30661,yearly,6575
26159,yearly,9862
25592,monthly,1979
25593,one-off,0
25591,monthly,1796
25596,daily,9
25594,one-off,0
25595,monthly,1919
25598,daily,29
4812,yearly,12053
4811,monthly,214
4810,one-off,0
4817,yearly,3287
4816,monthly,1308
4819,yearly,1461
4818,monthly,2223
57501,monthly,608
57502,daily,55
57503,monthly,2527
57504,monthly,2557
57505,daily,5
57506,yearly,11323
57509,one-off,0
14138,one-off,0
33478,daily,24
33479,daily,53
18453,monthly,1612
14131,yearly,12784
14133,monthly,365
14134,monthly,2161
9614,one-off,0
33470,yearly,4748
18454,monthly,579
9613,one-off,0
36535,one-off,0
36536,monthly,122
36532,monthly,670
36533,monthly,946
36538,one-off,0
34970,yearly,5844
34976,monthly,1217
34975,yearly,12784
20446,yearly,11688
15662,one-off,0
15661,daily,33
15667,monthly,2102
15666,daily,45
15665,yearly,9497
15664,yearly,10592
39351,yearly,10592
39354,one-off,0
39357,daily,50
20442,one-off,0
47500,yearly,6209
47503,monthly,1795
47505,daily,41
47504,daily,22
47506,monthly,1461
20440,monthly,607
4389,daily,38
4380,yearly,6574
4386,one-off,0
4031,yearly,10958
4032,daily,7
4035,one-off,0
4034,one-off,0
4037,monthly,2099
4038,yearly,1461
40513,daily,10
40511,monthly,92
19410,one-off,0
19411,monthly,2679
19412,monthly,1187
19414,one-off,0
19416,monthly,730
19417,one-off,0
43779,daily,42
43998,monthly,397
43999,monthly,974
43992,daily,16
43990,yearly,2922
43997,monthly,212
43994,monthly,2192
42023,monthly,1461
42022,daily,40
42027,yearly,7670
42026,daily,26
42029,monthly,2618
42028,monthly,2588
24836,daily,53
46727,yearly,1461
6362,daily,3
6361,yearly,10227
6360,monthly,2588
6367,monthly,365
6366,daily,27
6364,yearly,5479
10153,monthly,2131
24835,monthly,670
10154,one-off,0
10155,daily,43
10158,monthly,2495
10159,monthly,1339
21666,daily,26
14899,yearly,5113
14895,daily,13
14893,daily,23
14892,daily,11
14891,monthly,1188
45270,yearly,9862
45273,monthly,275
45275,monthly,2496
45277,monthly,883
45276,one-off,0
45278,one-off,0
13731,monthly,945
5198,monthly,183
5195,daily,16
5194,yearly,4383
5197,yearly,5114
5196,one-off,0
5191,monthly,1279
5190,daily,17
5192,one-off,0
40318,daily,36
40311,daily,13
40312,one-off,0
40314,yearly,1461
40317,monthly,1004
14273,yearly,5844
14272,monthly,1308
14271,monthly,212
14275,monthly,1885
14274,daily,50
14279,daily,41
14278,daily,9
5449,one-off,0
5448,daily,46
45893,yearly,1096
45892,monthly,2345
5443,yearly,7671
5447,one-off,0
5446,daily,15
5444,daily,27
29975,monthly,2405
29976,yearly,10592
29970,daily,36
29971,yearly,4383
29972,yearly,3653
28177,daily,5
3884,monthly,1310
48944,monthly,1185
48945,monthly,1400
48947,monthly,151
48942,monthly,823
48948,monthly,1158
7686,monthly,1308
7685,one-off,0
7684,daily,51
7538,yearly,10957
7534,monthly,1918
7536,monthly,457
7531,daily,9
19352,one-off,0
19351,one-off,0
19350,daily,24
51919,daily,14
19356,monthly,2376
19354,monthly,972
16124,yearly,1826
51917,one-off,0
16126,monthly,640
16121,monthly,1522
16120,one-off,0
16123,monthly,1372
36491,monthly,1158
10985,yearly,1095
10984,yearly,8035
10980,one-off,0
10982,monthly,1218
3217,monthly,2403
55815,one-off,0
17427,one-off,0
11586,monthly,1949
43038,one-off,0
11584,yearly,14244
11583,daily,28
43030,yearly,5478
55816,one-off,0
43032,monthly,1523
46209,monthly,2435
46208,monthly,365
21389,one-off,0
46201,monthly,2710
46200,yearly,3287
46203,monthly,1310
46204,daily,52
21385,monthly,2191
17298,yearly,9497
17299,yearly,2192
17297,monthly,2588
17291,daily,42
17293,one-off,0
57078,one-off,0
57079,monthly,91
11639,monthly,2102
9438,monthly,974
9439,daily,52
9436,one-off,0
57071,yearly,4383
57073,yearly,8401
9432,daily,31
57075,monthly,2557
11632,daily,24
57077,monthly,1645
43099,yearly,10227
11523,monthly,1399
17748,monthly,2315
17749,one-off,0
27978,yearly,1096
27979,yearly,10227
17742,monthly,1734
27977,one-off,0
27972,yearly,1461
27973,yearly,12784
27970,one-off,0
17745,daily,31
51717,monthly,609
48128,yearly,13149
20479,yearly,5114
20472,one-off,0
20470,daily,6
48121,yearly,13879
48126,one-off,0
48124,daily,22
32694,one-off,0
9292,one-off,0
9290,daily,49
9291,monthly,607
9296,one-off,0
9294,yearly,2922
9298,daily,13
51710,yearly,4018
53407,monthly,1704
10216,monthly,365
10211,yearly,5113
53403,daily,49
53402,one-off,0
53409,yearly,9132
53408,monthly,1308
54752,monthly,2069
54753,monthly,2313
54756,yearly,2922
37978,daily,22
54758,monthly,244
37976,monthly,853
37974,monthly,1004
37972,yearly,2192
37970,daily,30
34408,one-off,0
30988,monthly,1645
30987,monthly,1157
30986,monthly,1765
30985,monthly,1461
30984,yearly,9132
34403,monthly,1248
30981,daily,13
26736,daily,48
26735,daily,3
26734,monthly,1370
26733,monthly,700
26732,monthly,1492
26731,yearly,1096
26730,yearly,10592
14784,yearly,5479
26739,monthly,1004
26738,yearly,7305
24381,monthly,2071
50279,one-off,0
24383,monthly,1522
24385,yearly,8035
24386,one-off,0
24387,one-off,0
50272,daily,37
50270,yearly,6574
50277,yearly,1096
50274,yearly,9496
50180,one-off,0
50183,one-off,0
50185,monthly,1918
50184,yearly,6574
50187,yearly,4017
48642,yearly,2922
20131,monthly,2100
20137,monthly,2223
28722,yearly,1096
28723,daily,19
28726,daily,36
28724,one-off,0
32804,yearly,10227
32806,yearly,5844
32807,yearly,2557
32802,monthly,2588
32803,yearly,5844
55009,monthly,2465
51582,one-off,0
51583,monthly,2070
51580,daily,39
55005,yearly,10227
55004,monthly,639
35464,yearly,8401
35463,daily,43
35461,daily,18
13673,one-off,0
51630,yearly,6574
51631,daily,51
51635,monthly,670
51636,monthly,1584
51637,daily,52
23811,monthly,273
23812,one-off,0
23815,one-off,0
23817,monthly,1402
27129,monthly,700
27121,monthly,1614
27120,daily,32
27123,monthly,821
27122,one-off,0
27125,monthly,1977
27124,daily,14
27127,monthly,2710
25415,yearly,9496
25414,yearly,10593
25412,daily,52
25411,yearly,1461
56985,monthly,1948
37336,monthly,1613
39970,monthly,1490
39977,monthly,884
39978,monthly,2344
32116,yearly,5844
32117,one-off,0
32118,monthly,2038
32119,daily,20
56060,monthly,1796
56061,yearly,8766
56062,monthly,852
56063,yearly,6209
56066,daily,32
56067,yearly,1096
57332,daily,47
57330,monthly,365
57335,yearly,1826
57339,yearly,10958
57338,daily,53
37564,monthly,730
37567,daily,30
37560,yearly,1826
37561,daily,25
37563,monthly,1402
37568,daily,42
37569,yearly,9496
3782,monthly,487
3780,one-off,0
3786,monthly,761
3784,one-off,0
41208,daily,10
41209,monthly,517
4992,daily,30
4991,one-off,0
41204,one-off,0
41206,monthly,1247
4999,daily,5
40158,yearly,3653
40153,monthly,518
40151,monthly,578
40150,daily,21
40156,yearly,13879
40154,one-off,0
37692,daily,51
14078,daily,45
37694,yearly,3287
37698,yearly,5114
14076,monthly,819
14073,monthly,1247
3250,yearly,1096
3251,one-off,0
3255,one-off,0
3256,yearly,11322
21135,monthly,1767
30517,monthly,1157
30512,one-off,0
38763,daily,54
38762,daily,12
38767,yearly,4017
30519,daily,35
38765,daily,40
38764,monthly,1857
29712,monthly,2434
18173,daily,44
18174,one-off,0
18175,daily,22
18177,daily,48
18178,daily,14
23498,yearly,6209
11861,monthly,1399
14816,monthly,1917
18510,one-off,0
37094,one-off,0
33774,one-off,0
47310,daily,16
47311,one-off,0
47312,yearly,9497
47313,monthly,1004
54257,yearly,14244
47316,yearly,5114
37097,monthly,1126
54258,one-off,0
15038,monthly,182
15039,one-off,0
21677,daily,18
15033,monthly,306
15031,monthly,1644
15036,yearly,16071
15037,monthly,1976
6505,daily,39
15035,yearly,6940
39498,one-off,0
39492,monthly,90
39493,one-off,0
39490,yearly,8036
39496,daily,22
39494,one-off,0
39495,yearly,2556
39141,daily,11
39142,monthly,2160
39143,daily,23
39145,monthly,884
39147,monthly,334
17270,one-off,0
31399,monthly,334
35879,daily,45
31395,yearly,2922
31394,monthly,2679
35877,one-off,0
35870,monthly,2100
31390,daily,44
31392,daily,23
19629,yearly,9131
17274,monthly,1216
19622,daily,3
19621,daily,52
19620,monthly,1674
19626,daily,53
19624,yearly,10592
52448,monthly,1644
4175,monthly,1372
4177,yearly,2922
4171,monthly,304
4172,yearly,8401
4173,yearly,3287
4179,one-off,0
46449,monthly,2739
46448,daily,27
